dep_code;year;total_firm_creations;legal_form_sum;legal_form_diff;sector_sum;sector_diff;status
48;2012;504;504;0;504;0;EXACT
48;2013;446;446;0;446;0;EXACT
48;2014;522;522;0;522;0;EXACT
48;2015;460;460;0;460;0;EXACT
48;2016;413;413;0;413;0;EXACT
48;2017;486;486;0;486;0;EXACT
48;2018;494;494;0;494;0;EXACT
48;2019;519;519;0;519;0;EXACT
48;2020;579;579;0;579;0;EXACT
48;2021;777;777;0;777;0;EXACT
49;2012;4998;4998;0;4998;0;EXACT
49;2013;5013;5013;0;5013;0;EXACT
49;2014;5154;5154;0;5154;0;EXACT
49;2015;5067;5067;0;5067;0;EXACT
49;2016;5011;5011;0;5011;0;EXACT
49;2017;5438;5438;0;5438;0;EXACT
49;2018;6267;6267;0;6267;0;EXACT
49;2019;7376;7376;0;7376;0;EXACT
49;2020;7608;7608;0;7608;0;EXACT
49;2021;9480;9480;0;9480;0;EXACT
50;2012;2561;2561;0;2561;0;EXACT
50;2013;2443;2443;0;2443;0;EXACT
50;2014;2609;2609;0;2609;0;EXACT
50;2015;2400;2400;0;2400;0;EXACT
50;2016;2596;2596;0;2596;0;EXACT
50;2017;2690;2690;0;2690;0;EXACT
50;2018;2950;2950;0;2950;0;EXACT
50;2019;3448;3448;0;3448;0;EXACT
50;2020;3676;3676;0;3676;0;EXACT
50;2021;4248;4248;0;4248;0;EXACT
51;2012;3576;3576;0;3576;0;EXACT
51;2013;3691;3691;0;3691;0;EXACT
51;2014;3731;3731;0;3731;0;EXACT
51;2015;3311;3311;0;3311;0;EXACT
51;2016;3595;3595;0;3595;0;EXACT
51;2017;4221;4221;0;4221;0;EXACT
51;2018;4792;4792;0;4792;0;EXACT
51;2019;5425;5425;0;5425;0;EXACT
51;2020;5893;5893;0;5893;0;EXACT
51;2021;7754;7754;0;7754;0;EXACT
52;2012;904;904;0;904;0;EXACT
52;2013;970;970;0;970;0;EXACT
52;2014;895;895;0;895;0;EXACT
52;2015;743;743;0;743;0;EXACT
52;2016;851;851;0;851;0;EXACT
52;2017;880;880;0;880;0;EXACT
52;2018;985;985;0;985;0;EXACT
52;2019;1115;1115;0;1115;0;EXACT
52;2020;1228;1228;0;1228;0;EXACT
52;2021;1497;1497;0;1497;0;EXACT
53;2012;1518;1518;0;1518;0;EXACT
53;2013;1536;1536;0;1536;0;EXACT
53;2014;1652;1652;0;1652;0;EXACT
53;2015;1551;1551;0;1551;0;EXACT
53;2016;1633;1633;0;1633;0;EXACT
53;2017;1857;1857;0;1857;0;EXACT
53;2018;1893;1893;0;1893;0;EXACT
53;2019;2255;2255;0;2255;0;EXACT
53;2020;2754;2754;0;2754;0;EXACT
53;2021;3039;3039;0;3039;0;EXACT
54;2012;4483;4483;0;4483;0;EXACT
54;2013;4483;4483;0;4483;0;EXACT
54;2014;4785;4785;0;4785;0;EXACT
54;2015;4508;4508;0;4508;0;EXACT
54;2016;4497;4497;0;4497;0;EXACT
54;2017;4644;4644;0;4644;0;EXACT
54;2018;5602;5602;0;5602;0;EXACT
54;2019;6461;6461;0;6461;0;EXACT
54;2020;7123;7123;0;7123;0;EXACT
54;2021;8160;8160;0;8160;0;EXACT
55;2012;1057;1057;0;1057;0;EXACT
55;2013;1006;1006;0;1006;0;EXACT
55;2014;948;948;0;948;0;EXACT
55;2015;884;884;0;884;0;EXACT
55;2016;900;900;0;900;0;EXACT
55;2017;882;882;0;882;0;EXACT
55;2018;1120;1120;0;1120;0;EXACT
55;2019;1154;1154;0;1154;0;EXACT
55;2020;1190;1190;0;1190;0;EXACT
55;2021;1444;1444;0;1444;0;EXACT
56;2012;5308;5308;0;5308;0;EXACT
56;2013;5236;5236;0;5236;0;EXACT
56;2014;5369;5369;0;5369;0;EXACT
56;2015;5177;5177;0;5177;0;EXACT
56;2016;5332;5332;0;5332;0;EXACT
56;2017;5594;5594;0;5594;0;EXACT
56;2018;6341;6341;0;6341;0;EXACT
56;2019;7118;7118;0;7118;0;EXACT
56;2020;7040;7040;0;7040;0;EXACT
56;2021;8554;8554;0;8554;0;EXACT
57;2012;6695;6695;0;6695;0;EXACT
57;2013;6838;6838;0;6838;0;EXACT
57;2014;6768;6768;0;6768;0;EXACT
57;2015;6166;6166;0;6166;0;EXACT
57;2016;6294;6294;0;6294;0;EXACT
57;2017;6643;6643;0;6643;0;EXACT
57;2018;7269;7269;0;7269;0;EXACT
57;2019;8328;8328;0;8328;0;EXACT
57;2020;8993;8993;0;8993;0;EXACT
57;2021;11255;11255;0;11255;0;EXACT
58;2012;1173;1173;0;1173;0;EXACT
58;2013;1150;1150;0;1150;0;EXACT
58;2014;1184;1184;0;1184;0;EXACT
58;2015;1105;1105;0;1105;0;EXACT
58;2016;1128;1128;0;1128;0;EXACT
58;2017;1202;1202;0;1202;0;EXACT
58;2018;1285;1285;0;1285;0;EXACT
58;2019;1457;1457;0;1457;0;EXACT
58;2020;1506;1506;0;1506;0;EXACT
58;2021;1826;1826;0;1826;0;EXACT
59;2012;16592;16592;0;16592;0;EXACT
59;2013;16631;16631;0;16631;0;EXACT
59;2014;17115;17115;0;17115;0;EXACT
59;2015;16439;16439;0;16439;0;EXACT
59;2016;18031;18031;0;18031;0;EXACT
59;2017;19327;19327;0;19327;0;EXACT
59;2018;22256;22256;0;22256;0;EXACT
59;2019;27186;27186;0;27186;0;EXACT
59;2020;29078;29078;0;29078;0;EXACT
59;2021;34288;34288;0;34288;0;EXACT
60;2012;5324;5324;0;5324;0;EXACT
60;2013;5261;5261;0;5261;0;EXACT
60;2014;5476;5476;0;5476;0;EXACT
60;2015;5276;5276;0;5276;0;EXACT
60;2016;5490;5490;0;5490;0;EXACT
60;2017;5875;5875;0;5875;0;EXACT
60;2018;6525;6525;0;6525;0;EXACT
60;2019;7416;7416;0;7416;0;EXACT
60;2020;7658;7658;0;7658;0;EXACT
60;2021;9473;9473;0;9473;0;EXACT
61;2012;1453;1453;0;1453;0;EXACT
61;2013;1515;1515;0;1515;0;EXACT
61;2014;1524;1524;0;1524;0;EXACT
61;2015;1466;1466;0;1466;0;EXACT
61;2016;1534;1534;0;1534;0;EXACT
61;2017;1619;1619;0;1619;0;EXACT
61;2018;1723;1723;0;1723;0;EXACT
61;2019;1942;1942;0;1942;0;EXACT
61;2020;2065;2065;0;2065;0;EXACT
61;2021;2488;2488;0;2488;0;EXACT
62;2012;8052;8052;0;8052;0;EXACT
62;2013;7800;7800;0;7800;0;EXACT
62;2014;7919;7919;0;7919;0;EXACT
62;2015;7252;7252;0;7252;0;EXACT
62;2016;7085;7085;0;7085;0;EXACT
62;2017;7724;7724;0;7724;0;EXACT
62;2018;8576;8576;0;8576;0;EXACT
62;2019;10527;10527;0;10527;0;EXACT
62;2020;11163;11163;0;11163;0;EXACT
62;2021;13376;13376;0;13376;0;EXACT
63;2012;4384;4384;0;4384;0;EXACT
63;2013;4600;4600;0;4600;0;EXACT
63;2014;4586;4586;0;4586;0;EXACT
63;2015;4266;4266;0;4266;0;EXACT
63;2016;4302;4302;0;4302;0;EXACT
63;2017;4870;4870;0;4870;0;EXACT
63;2018;5562;5562;0;5562;0;EXACT
63;2019;6074;6074;0;6074;0;EXACT
63;2020;6639;6639;0;6639;0;EXACT
63;2021;8213;8213;0;8213;0;EXACT
64;2012;5951;5951;0;5951;0;EXACT
64;2013;6039;6039;0;6039;0;EXACT
64;2014;6042;6042;0;6042;0;EXACT
64;2015;6074;6074;0;6074;0;EXACT
64;2016;6161;6161;0;6161;0;EXACT
64;2017;6597;6597;0;6597;0;EXACT
64;2018;7676;7676;0;7676;0;EXACT
64;2019;8734;8734;0;8734;0;EXACT
64;2020;9079;9079;0;9079;0;EXACT
64;2021;10704;10704;0;10704;0;EXACT
65;2012;1965;1965;0;1965;0;EXACT
65;2013;1862;1862;0;1862;0;EXACT
65;2014;1779;1779;0;1779;0;EXACT
65;2015;1727;1727;0;1727;0;EXACT
65;2016;1824;1824;0;1824;0;EXACT
65;2017;1911;1911;0;1911;0;EXACT
65;2018;1966;1966;0;1966;0;EXACT
65;2019;2494;2494;0;2494;0;EXACT
65;2020;2629;2629;0;2629;0;EXACT
65;2021;2848;2848;0;2848;0;EXACT
66;2012;5115;5115;0;5115;0;EXACT
66;2013;5253;5253;0;5253;0;EXACT
66;2014;5268;5268;0;5268;0;EXACT
66;2015;4952;4952;0;4952;0;EXACT
66;2016;4923;4923;0;4923;0;EXACT
66;2017;5134;5134;0;5134;0;EXACT
66;2018;5696;5696;0;5696;0;EXACT
66;2019;6313;6313;0;6313;0;EXACT
66;2020;6316;6316;0;6316;0;EXACT
66;2021;7941;7941;0;7941;0;EXACT
67;2012;8329;8329;0;8329;0;EXACT
67;2013;9105;9105;0;9105;0;EXACT
67;2014;8973;8973;0;8973;0;EXACT
67;2015;8016;8016;0;8016;0;EXACT
67;2016;8917;8917;0;8917;0;EXACT
67;2017;9837;9837;0;9837;0;EXACT
67;2018;10659;10659;0;10659;0;EXACT
67;2019;12209;12209;0;12209;0;EXACT
67;2020;12944;12944;0;12944;0;EXACT
67;2021;15908;15908;0;15908;0;EXACT
68;2012;5264;5264;0;5264;0;EXACT
68;2013;5388;5388;0;5388;0;EXACT
68;2014;5259;5259;0;5259;0;EXACT
68;2015;4694;4694;0;4694;0;EXACT
68;2016;5231;5231;0;5231;0;EXACT
68;2017;5465;5465;0;5465;0;EXACT
68;2018;5817;5817;0;5817;0;EXACT
68;2019;6931;6931;0;6931;0;EXACT
68;2020;7550;7550;0;7550;0;EXACT
68;2021;9005;9005;0;9005;0;EXACT
69;2012;18675;18675;0;18675;0;EXACT
69;2013;18836;18836;0;18836;0;EXACT
69;2014;19426;19426;0;19426;0;EXACT
69;2015;19715;19715;0;19715;0;EXACT
69;2016;21947;21947;0;21947;0;EXACT
69;2017;25340;25340;0;25340;0;EXACT
69;2018;29620;29620;0;29620;0;EXACT
69;2019;36258;36258;0;36258;0;EXACT
69;2020;36173;36173;0;36173;0;EXACT
69;2021;39119;39119;0;39119;0;EXACT
70;2012;1434;1434;0;1434;0;EXACT
70;2013;1405;1405;0;1405;0;EXACT
70;2014;1457;1457;0;1457;0;EXACT
70;2015;1322;1322;0;1322;0;EXACT
70;2016;1308;1308;0;1308;0;EXACT
70;2017;1409;1409;0;1409;0;EXACT
70;2018;1502;1502;0;1502;0;EXACT
70;2019;1750;1750;0;1750;0;EXACT
70;2020;1937;1937;0;1937;0;EXACT
70;2021;2089;2089;0;2089;0;EXACT
71;2012;3500;3500;0;3500;0;EXACT
71;2013;3506;3506;0;3506;0;EXACT
71;2014;3580;3580;0;3580;0;EXACT
71;2015;3416;3416;0;3416;0;EXACT
71;2016;3550;3550;0;3550;0;EXACT
71;2017;3681;3681;0;3681;0;EXACT
71;2018;3914;3914;0;3914;0;EXACT
71;2019;4645;4645;0;4645;0;EXACT
71;2020;4983;4983;0;4983;0;EXACT
71;2021;5985;5985;0;5985;0;EXACT
72;2012;2717;2717;0;2717;0;EXACT
72;2013;2942;2942;0;2942;0;EXACT
72;2014;2851;2851;0;2851;0;EXACT
72;2015;2839;2839;0;2839;0;EXACT
72;2016;2739;2739;0;2739;0;EXACT
72;2017;3142;3142;0;3142;0;EXACT
72;2018;3478;3478;0;3478;0;EXACT
72;2019;3988;3988;0;3988;0;EXACT
72;2020;4324;4324;0;4324;0;EXACT
72;2021;5135;5135;0;5135;0;EXACT
73;2012;4454;4454;0;4454;0;EXACT
73;2013;4489;4489;0;4489;0;EXACT
73;2014;4629;4629;0;4629;0;EXACT
73;2015;4284;4284;0;4284;0;EXACT
73;2016;4435;4435;0;4435;0;EXACT
73;2017;4776;4776;0;4776;0;EXACT
73;2018;5493;5493;0;5493;0;EXACT
73;2019;6142;6142;0;6142;0;EXACT
73;2020;6530;6530;0;6530;0;EXACT
73;2021;7431;7431;0;7431;0;EXACT
74;2012;7310;7310;0;7310;0;EXACT
74;2013;7449;7449;0;7449;0;EXACT
74;2014;7773;7773;0;7773;0;EXACT
74;2015;7273;7273;0;7273;0;EXACT
74;2016;7771;7771;0;7771;0;EXACT
74;2017;8516;8516;0;8516;0;EXACT
74;2018;9136;9136;0;9136;0;EXACT
74;2019;11104;11104;0;11104;0;EXACT
74;2020;12042;12042;0;12042;0;EXACT
74;2021;13552;13552;0;13552;0;EXACT
75;2012;45584;45584;0;45584;0;EXACT
75;2013;44928;44928;0;44928;0;EXACT
75;2014;47932;47932;0;47932;0;EXACT
75;2015;50624;50624;0;50624;0;EXACT
75;2016;58546;58546;0;58546;0;EXACT
75;2017;63560;63560;0;63560;0;EXACT
75;2018;70695;70695;0;70695;0;EXACT
75;2019;78151;78151;0;78151;0;EXACT
75;2020;76781;76781;0;76781;0;EXACT
75;2021;83990;83990;0;83990;0;EXACT
76;2012;6853;6853;0;6853;0;EXACT
76;2013;6905;6905;0;6905;0;EXACT
76;2014;7318;7318;0;7318;0;EXACT
76;2015;6801;6801;0;6801;0;EXACT
76;2016;7230;7230;0;7230;0;EXACT
76;2017;7970;7970;0;7970;0;EXACT
76;2018;9635;9635;0;9635;0;EXACT
76;2019;10874;10874;0;10874;0;EXACT
76;2020;12328;12328;0;12328;0;EXACT
76;2021;14182;14182;0;14182;0;EXACT
77;2012;10910;10910;0;10910;0;EXACT
77;2013;11068;11068;0;11068;0;EXACT
77;2014;11292;11292;0;11292;0;EXACT
77;2015;11084;11084;0;11084;0;EXACT
77;2016;12156;12156;0;12156;0;EXACT
77;2017;13315;13315;0;13315;0;EXACT
77;2018;15224;15224;0;15224;0;EXACT
77;2019;18694;18694;0;18694;0;EXACT
77;2020;19865;19865;0;19865;0;EXACT
77;2021;23717;23717;0;23717;0;EXACT
78;2012;11948;11948;0;11948;0;EXACT
78;2013;11868;11868;0;11868;0;EXACT
78;2014;12658;12658;0;12658;0;EXACT
78;2015;12714;12714;0;12714;0;EXACT
78;2016;13738;13738;0;13738;0;EXACT
78;2017;15245;15245;0;15245;0;EXACT
78;2018;17856;17856;0;17856;0;EXACT
78;2019;21107;21107;0;21107;0;EXACT
78;2020;22499;22499;0;22499;0;EXACT
78;2021;25774;25774;0;25774;0;EXACT
79;2012;1979;1979;0;1979;0;EXACT
79;2013;2168;2168;0;2168;0;EXACT
79;2014;2010;2010;0;2010;0;EXACT
79;2015;1983;1983;0;1983;0;EXACT
79;2016;2015;2015;0;2015;0;EXACT
79;2017;2187;2187;0;2187;0;EXACT
79;2018;2476;2476;0;2476;0;EXACT
79;2019;2659;2659;0;2659;0;EXACT
79;2020;2867;2867;0;2867;0;EXACT
79;2021;3333;3333;0;3333;0;EXACT
80;2012;3009;3009;0;3009;0;EXACT
80;2013;2920;2920;0;2920;0;EXACT
80;2014;3034;3034;0;3034;0;EXACT
80;2015;3009;3009;0;3009;0;EXACT
80;2016;3090;3090;0;3090;0;EXACT
80;2017;3288;3288;0;3288;0;EXACT
80;2018;4337;4337;0;4337;0;EXACT
80;2019;4817;4817;0;4817;0;EXACT
80;2020;4944;4944;0;4944;0;EXACT
80;2021;5673;5673;0;5673;0;EXACT
81;2012;3106;3106;0;3106;0;EXACT
81;2013;2982;2982;0;2982;0;EXACT
81;2014;3085;3085;0;3085;0;EXACT
81;2015;2859;2859;0;2859;0;EXACT
81;2016;2962;2962;0;2962;0;EXACT
81;2017;3153;3153;0;3153;0;EXACT
81;2018;3502;3502;0;3502;0;EXACT
81;2019;4249;4249;0;4249;0;EXACT
81;2020;4391;4391;0;4391;0;EXACT
81;2021;5225;5225;0;5225;0;EXACT
82;2012;2327;2327;0;2327;0;EXACT
82;2013;2235;2235;0;2235;0;EXACT
82;2014;2161;2161;0;2161;0;EXACT
82;2015;2058;2058;0;2058;0;EXACT
82;2016;2178;2178;0;2178;0;EXACT
82;2017;2138;2138;0;2138;0;EXACT
82;2018;2361;2361;0;2361;0;EXACT
82;2019;2761;2761;0;2761;0;EXACT
82;2020;2936;2936;0;2936;0;EXACT
82;2021;3502;3502;0;3502;0;EXACT
83;2012;13380;13380;0;13380;0;EXACT
83;2013;12951;12951;0;12951;0;EXACT
83;2014;12907;12907;0;12907;0;EXACT
83;2015;12386;12386;0;12386;0;EXACT
83;2016;12825;12825;0;12825;0;EXACT
83;2017;13382;13382;0;13382;0;EXACT
83;2018;15025;15025;0;15025;0;EXACT
83;2019;16931;16931;0;16931;0;EXACT
83;2020;17542;17542;0;17542;0;EXACT
83;2021;21220;21220;0;21220;0;EXACT
84;2012;6363;6363;0;6363;0;EXACT
84;2013;6190;6190;0;6190;0;EXACT
84;2014;6421;6421;0;6421;0;EXACT
84;2015;5729;5729;0;5729;0;EXACT
84;2016;5863;5863;0;5863;0;EXACT
84;2017;6280;6280;0;6280;0;EXACT
84;2018;7204;7204;0;7204;0;EXACT
84;2019;8246;8246;0;8246;0;EXACT
84;2020;8193;8193;0;8193;0;EXACT
84;2021;10031;10031;0;10031;0;EXACT
85;2012;4362;4362;0;4362;0;EXACT
85;2013;4279;4279;0;4279;0;EXACT
85;2014;4434;4434;0;4434;0;EXACT
85;2015;4345;4345;0;4345;0;EXACT
85;2016;4579;4579;0;4579;0;EXACT
85;2017;4922;4922;0;4922;0;EXACT
85;2018;5074;5074;0;5074;0;EXACT
85;2019;6193;6193;0;6193;0;EXACT
85;2020;6214;6214;0;6214;0;EXACT
85;2021;7569;7569;0;7569;0;EXACT
86;2012;2654;2654;0;2654;0;EXACT
86;2013;2795;2795;0;2795;0;EXACT
86;2014;2736;2736;0;2736;0;EXACT
86;2015;2688;2688;0;2688;0;EXACT
86;2016;2792;2792;0;2792;0;EXACT
86;2017;2901;2901;0;2901;0;EXACT
86;2018;3419;3419;0;3419;0;EXACT
86;2019;3927;3927;0;3927;0;EXACT
86;2020;4288;4288;0;4288;0;EXACT
86;2021;4804;4804;0;4804;0;EXACT
87;2012;2354;2354;0;2354;0;EXACT
87;2013;2438;2438;0;2438;0;EXACT
87;2014;2432;2432;0;2432;0;EXACT
87;2015;2217;2217;0;2217;0;EXACT
87;2016;2337;2337;0;2337;0;EXACT
87;2017;2561;2561;0;2561;0;EXACT
87;2018;2937;2937;0;2937;0;EXACT
87;2019;3306;3306;0;3306;0;EXACT
87;2020;3489;3489;0;3489;0;EXACT
87;2021;4428;4428;0;4428;0;EXACT
88;2012;2521;2521;0;2521;0;EXACT
88;2013;2595;2595;0;2595;0;EXACT
88;2014;2568;2568;0;2568;0;EXACT
88;2015;2307;2307;0;2307;0;EXACT
88;2016;2361;2361;0;2361;0;EXACT
88;2017;2443;2443;0;2443;0;EXACT
88;2018;2624;2624;0;2624;0;EXACT
88;2019;3031;3031;0;3031;0;EXACT
88;2020;3169;3169;0;3169;0;EXACT
88;2021;3737;3737;0;3737;0;EXACT
89;2012;2198;2198;0;2198;0;EXACT
89;2013;2285;2285;0;2285;0;EXACT
89;2014;2250;2250;0;2250;0;EXACT
89;2015;2110;2110;0;2110;0;EXACT
89;2016;2138;2138;0;2138;0;EXACT
89;2017;2444;2444;0;2444;0;EXACT
89;2018;2670;2670;0;2670;0;EXACT
89;2019;2974;2974;0;2974;0;EXACT
89;2020;3155;3155;0;3155;0;EXACT
89;2021;3724;3724;0;3724;0;EXACT
90;2012;834;834;0;834;0;EXACT
90;2013;985;985;0;985;0;EXACT
90;2014;885;885;0;885;0;EXACT
90;2015;759;759;0;759;0;EXACT
90;2016;819;819;0;819;0;EXACT
90;2017;927;927;0;927;0;EXACT
90;2018;987;987;0;987;0;EXACT
90;2019;1205;1205;0;1205;0;EXACT
90;2020;1501;1501;0;1501;0;EXACT
90;2021;1646;1646;0;1646;0;EXACT
91;2012;9820;9820;0;9820;0;EXACT
91;2013;9754;9754;0;9754;0;EXACT
91;2014;10525;10525;0;10525;0;EXACT
91;2015;10131;10131;0;10131;0;EXACT
91;2016;11352;11352;0;11352;0;EXACT
91;2017;12555;12555;0;12555;0;EXACT
91;2018;14897;14897;0;14897;0;EXACT
91;2019;18258;18258;0;18258;0;EXACT
91;2020;20280;20280;0;20280;0;EXACT
91;2021;22606;22606;0;22606;0;EXACT
92;2012;17010;17010;0;17010;0;EXACT
92;2013;17293;17293;0;17293;0;EXACT
92;2014;18486;18486;0;18486;0;EXACT
92;2015;19038;19038;0;19038;0;EXACT
92;2016;22340;22340;0;22340;0;EXACT
92;2017;25407;25407;0;25407;0;EXACT
92;2018;29795;29795;0;29795;0;EXACT
92;2019;32526;32526;0;32526;0;EXACT
92;2020;32710;32710;0;32710;0;EXACT
92;2021;35308;35308;0;35308;0;EXACT
93;2012;15558;15558;0;15558;0;EXACT
93;2013;16283;16283;0;16283;0;EXACT
93;2014;17714;17714;0;17714;0;EXACT
93;2015;18116;18116;0;18116;0;EXACT
93;2016;20201;20201;0;20201;0;EXACT
93;2017;23299;23299;0;23299;0;EXACT
93;2018;28993;28993;0;28993;0;EXACT
93;2019;32754;32754;0;32754;0;EXACT
93;2020;35316;35316;0;35316;0;EXACT
93;2021;38042;38042;0;38042;0;EXACT
94;2012;12348;12348;0;12348;0;EXACT
94;2013;12480;12480;0;12480;0;EXACT
94;2014;13247;13247;0;13247;0;EXACT
94;2015;13406;13406;0;13406;0;EXACT
94;2016;15288;15288;0;15288;0;EXACT
94;2017;17644;17644;0;17644;0;EXACT
94;2018;21890;21890;0;21890;0;EXACT
94;2019;25109;25109;0;25109;0;EXACT
94;2020;26433;26433;0;26433;0;EXACT
94;2021;28312;28312;0;28312;0;EXACT
95;2012;9917;9917;0;9917;0;EXACT
95;2013;9979;9979;0;9979;0;EXACT
95;2014;10461;10461;0;10461;0;EXACT
95;2015;10515;10515;0;10515;0;EXACT
95;2016;12000;12000;0;12000;0;EXACT
95;2017;13125;13125;0;13125;0;EXACT
95;2018;16645;16645;0;16645;0;EXACT
95;2019;19795;19795;0;19795;0;EXACT
95;2020;21324;21324;0;21324;0;EXACT
95;2021;23874;23874;0;23874;0;EXACT
