dep_code;year;panel;bdm;diff;status
47;2020;7.9;7.9;0.0;EXACT
47;2021;7.9;7.9;0.0;EXACT
48;2012;5.7;5.7;0.0;EXACT
48;2013;6.1;6.1;0.0;EXACT
48;2014;6.0;6.0;0.0;EXACT
48;2015;6.5;6.5;0.0;EXACT
48;2016;6.3;6.3;0.0;EXACT
48;2017;6.0;6.0;0.0;EXACT
48;2018;5.8;5.7;0.1;WITHIN_0.1
48;2019;5.4;5.4;0.0;EXACT
48;2020;5.2;5.2;0.0;EXACT
48;2021;5.0;5.0;0.0;EXACT
49;2012;8.6;8.6;0.0;EXACT
49;2013;9.2;9.2;0.0;EXACT
49;2014;9.3;9.3;0.0;EXACT
49;2015;9.6;9.6;0.0;EXACT
49;2016;9.2;9.3;0.1;WITHIN_0.1
49;2017;8.5;8.5;0.0;EXACT
49;2018;8.1;8.1;0.0;EXACT
49;2019;7.6;7.7;0.1;WITHIN_0.1
49;2020;7.5;7.5;0.0;EXACT
49;2021;7.0;7.0;0.0;EXACT
50;2012;8.0;8.0;0.0;EXACT
50;2013;8.4;8.4;0.0;EXACT
50;2014;8.3;8.3;0.0;EXACT
50;2015;8.3;8.3;0.0;EXACT
50;2016;8.0;8.0;0.0;EXACT
50;2017;7.2;7.2;0.0;EXACT
50;2018;6.8;6.7;0.1;WITHIN_0.1
50;2019;6.1;6.1;0.0;EXACT
50;2020;6.0;6.0;0.0;EXACT
50;2021;5.5;5.5;0.0;EXACT
51;2012;9.2;9.3;0.1;WITHIN_0.1
51;2013;10.1;10.1;0.0;EXACT
51;2014;10.0;10.0;0.0;EXACT
51;2015;10.0;10.0;0.0;EXACT
51;2016;9.6;9.6;0.0;EXACT
51;2017;8.8;8.9;0.1;WITHIN_0.1
51;2018;8.4;8.4;0.0;EXACT
51;2019;7.9;7.9;0.0;EXACT
51;2020;7.6;7.6;0.0;EXACT
51;2021;7.4;7.4;0.0;EXACT
52;2012;9.2;9.2;0.0;EXACT
52;2013;9.8;9.8;0.0;EXACT
52;2014;9.7;9.7;0.0;EXACT
52;2015;9.8;9.8;0.0;EXACT
52;2016;9.4;9.4;0.0;EXACT
52;2017;8.6;8.5;0.1;WITHIN_0.1
52;2018;8.1;8.1;0.0;EXACT
52;2019;7.5;7.4;0.1;WITHIN_0.1
52;2020;7.1;7.1;0.0;EXACT
52;2021;6.7;6.7;0.0;EXACT
53;2012;6.4;6.4;0.0;EXACT
53;2013;6.9;6.9;0.0;EXACT
53;2014;6.8;6.8;0.0;EXACT
53;2015;7.1;7.1;0.0;EXACT
53;2016;6.8;6.8;0.0;EXACT
53;2017;6.2;6.2;0.0;EXACT
53;2018;5.8;5.8;0.0;EXACT
53;2019;5.6;5.6;0.0;EXACT
53;2020;5.8;5.8;0.0;EXACT
53;2021;5.2;5.3;0.1;WITHIN_0.1
54;2012;9.5;9.5;0.0;EXACT
54;2013;10.1;10.1;0.0;EXACT
54;2014;9.9;10.0;0.1;WITHIN_0.1
54;2015;10.1;10.1;0.0;EXACT
54;2016;9.8;9.8;0.0;EXACT
54;2017;9.2;9.3;0.1;WITHIN_0.1
54;2018;8.7;8.7;0.0;EXACT
54;2019;8.0;8.0;0.0;EXACT
54;2020;7.6;7.6;0.0;EXACT
54;2021;7.4;7.5;0.1;WITHIN_0.1
55;2012;10.1;10.2;0.1;WITHIN_0.1
55;2013;10.5;10.5;0.0;EXACT
55;2014;10.2;10.2;0.0;EXACT
55;2015;10.1;10.1;0.0;EXACT
55;2016;9.8;9.8;0.0;EXACT
55;2017;9.0;9.0;0.0;EXACT
55;2018;8.6;8.6;0.0;EXACT
55;2019;7.9;7.9;0.0;EXACT
55;2020;7.4;7.4;0.0;EXACT
55;2021;7.5;7.5;0.0;EXACT
56;2012;8.5;8.5;0.0;EXACT
56;2013;9.2;9.2;0.0;EXACT
56;2014;9.3;9.3;0.0;EXACT
56;2015;9.4;9.4;0.0;EXACT
56;2016;9.1;9.1;0.0;EXACT
56;2017;8.4;8.4;0.0;EXACT
56;2018;7.9;7.9;0.0;EXACT
56;2019;7.3;7.3;0.0;EXACT
56;2020;6.9;6.9;0.0;EXACT
56;2021;6.5;6.5;0.0;EXACT
57;2012;9.9;9.9;0.0;EXACT
57;2013;10.8;10.8;0.0;EXACT
57;2014;10.7;10.7;0.0;EXACT
57;2015;10.6;10.6;0.0;EXACT
57;2016;10.1;10.2;0.1;WITHIN_0.1
57;2017;9.6;9.5;0.1;WITHIN_0.1
57;2018;8.8;8.8;0.0;EXACT
57;2019;8.2;8.2;0.0;EXACT
57;2020;7.8;7.8;0.0;EXACT
57;2021;7.8;7.8;0.0;EXACT
58;2012;9.7;9.7;0.0;EXACT
58;2013;9.9;9.9;0.0;EXACT
58;2014;9.6;9.6;0.0;EXACT
58;2015;9.8;9.7;0.1;WITHIN_0.1
58;2016;9.3;9.3;0.0;EXACT
58;2017;8.4;8.4;0.0;EXACT
58;2018;7.7;7.7;0.0;EXACT
58;2019;7.3;7.3;0.0;EXACT
58;2020;6.8;6.8;0.0;EXACT
58;2021;6.7;6.6;0.1;WITHIN_0.1
59;2012;12.8;12.8;0.0;EXACT
59;2013;13.3;13.3;0.0;EXACT
59;2014;13.0;13.0;0.0;EXACT
59;2015;13.1;13.0;0.1;WITHIN_0.1
59;2016;12.6;12.6;0.0;EXACT
59;2017;12.2;12.2;0.0;EXACT
59;2018;11.9;11.9;0.0;EXACT
59;2019;10.9;11.0;0.1;WITHIN_0.1
59;2020;10.0;10.0;0.0;EXACT
59;2021;9.8;9.8;0.0;EXACT
60;2012;9.7;9.7;0.0;EXACT
60;2013;10.3;10.3;0.0;EXACT
60;2014;10.1;10.1;0.0;EXACT
60;2015;10.2;10.2;0.0;EXACT
60;2016;9.9;10.0;0.1;WITHIN_0.1
60;2017;9.4;9.4;0.0;EXACT
60;2018;9.0;9.0;0.0;EXACT
60;2019;8.3;8.3;0.0;EXACT
60;2020;8.1;8.1;0.0;EXACT
60;2021;7.8;7.8;0.0;EXACT
61;2012;9.0;9.0;0.0;EXACT
61;2013;9.3;9.3;0.0;EXACT
61;2014;9.3;9.3;0.0;EXACT
61;2015;9.4;9.5;0.1;WITHIN_0.1
61;2016;9.3;9.3;0.0;EXACT
61;2017;8.6;8.6;0.0;EXACT
61;2018;8.3;8.3;0.0;EXACT
61;2019;7.8;7.8;0.0;EXACT
61;2020;7.4;7.4;0.0;EXACT
61;2021;7.1;7.1;0.0;EXACT
62;2012;12.9;12.9;0.0;EXACT
62;2013;13.5;13.5;0.0;EXACT
62;2014;13.1;13.1;0.0;EXACT
62;2015;13.0;13.0;0.0;EXACT
62;2016;12.4;12.4;0.0;EXACT
62;2017;11.5;11.5;0.0;EXACT
62;2018;11.1;11.1;0.0;EXACT
62;2019;10.2;10.2;0.0;EXACT
62;2020;9.4;9.4;0.0;EXACT
62;2021;8.9;8.9;0.0;EXACT
63;2012;8.4;8.4;0.0;EXACT
63;2013;8.7;8.7;0.0;EXACT
63;2014;8.7;8.7;0.0;EXACT
63;2015;8.9;8.9;0.0;EXACT
63;2016;8.8;8.7;0.1;WITHIN_0.1
63;2017;8.2;8.1;0.1;WITHIN_0.1
63;2018;7.8;7.8;0.0;EXACT
63;2019;7.3;7.3;0.0;EXACT
63;2020;6.9;7.0;0.1;WITHIN_0.1
63;2021;6.8;6.8;0.0;EXACT
64;2012;8.2;8.2;0.0;EXACT
64;2013;8.5;8.5;0.0;EXACT
64;2014;8.6;8.6;0.0;EXACT
64;2015;8.6;8.6;0.0;EXACT
64;2016;8.3;8.3;0.0;EXACT
64;2017;7.8;7.8;0.0;EXACT
64;2018;7.5;7.5;0.0;EXACT
64;2019;7.0;7.0;0.0;EXACT
64;2020;6.7;6.7;0.0;EXACT
64;2021;6.3;6.3;0.0;EXACT
65;2012;10.8;10.8;0.0;EXACT
65;2013;11.3;11.3;0.0;EXACT
65;2014;11.3;11.3;0.0;EXACT
65;2015;11.5;11.5;0.0;EXACT
65;2016;11.2;11.2;0.0;EXACT
65;2017;10.3;10.3;0.0;EXACT
65;2018;9.7;9.7;0.0;EXACT
65;2019;9.3;9.3;0.0;EXACT
65;2020;9.1;9.2;0.1;WITHIN_0.1
65;2021;8.7;8.7;0.0;EXACT
66;2012;13.8;13.8;0.0;EXACT
66;2013;14.7;14.6;0.1;WITHIN_0.1
66;2014;14.9;14.9;0.0;EXACT
66;2015;15.3;15.3;0.0;EXACT
66;2016;15.1;15.2;0.1;WITHIN_0.1
66;2017;14.3;14.3;0.0;EXACT
66;2018;14.1;14.1;0.0;EXACT
66;2019;13.6;13.6;0.0;EXACT
66;2020;12.5;12.6;0.1;WITHIN_0.1
66;2021;12.2;12.2;0.0;EXACT
67;2012;8.3;8.3;0.0;EXACT
67;2013;8.8;8.8;0.0;EXACT
67;2014;8.8;8.8;0.0;EXACT
67;2015;9.0;9.0;0.0;EXACT
67;2016;8.8;8.7;0.1;WITHIN_0.1
67;2017;8.1;8.1;0.0;EXACT
67;2018;7.5;7.5;0.0;EXACT
67;2019;7.1;7.1;0.0;EXACT
67;2020;6.9;6.9;0.0;EXACT
67;2021;6.7;6.7;0.0;EXACT
68;2012;9.4;9.4;0.0;EXACT
68;2013;9.9;9.9;0.0;EXACT
68;2014;9.8;9.8;0.0;EXACT
68;2015;10.0;10.0;0.0;EXACT
68;2016;9.8;9.8;0.0;EXACT
68;2017;9.0;9.0;0.0;EXACT
68;2018;8.3;8.3;0.0;EXACT
68;2019;8.0;8.0;0.0;EXACT
68;2020;7.9;8.0;0.1;WITHIN_0.1
68;2021;7.8;7.8;0.0;EXACT
69;2012;8.8;8.9;0.1;WITHIN_0.1
69;2013;9.3;9.3;0.0;EXACT
69;2014;9.2;9.2;0.0;EXACT
69;2015;9.3;9.3;0.0;EXACT
69;2016;9.0;9.0;0.0;EXACT
69;2017;8.4;8.4;0.0;EXACT
69;2018;8.0;8.0;0.0;EXACT
69;2019;7.6;7.5;0.1;WITHIN_0.1
69;2020;7.3;7.3;0.0;EXACT
69;2021;7.1;7.1;0.0;EXACT
70;2012;9.4;9.4;0.0;EXACT
70;2013;10.1;10.1;0.0;EXACT
70;2014;10.1;10.1;0.0;EXACT
70;2015;9.8;9.8;0.0;EXACT
70;2016;9.2;9.2;0.0;EXACT
70;2017;8.6;8.6;0.0;EXACT
70;2018;8.0;8.0;0.0;EXACT
70;2019;7.7;7.7;0.0;EXACT
70;2020;7.1;7.1;0.0;EXACT
70;2021;6.7;6.7;0.0;EXACT
71;2012;8.9;8.9;0.0;EXACT
71;2013;9.3;9.3;0.0;EXACT
71;2014;9.2;9.1;0.1;WITHIN_0.1
71;2015;9.3;9.3;0.0;EXACT
71;2016;9.0;9.0;0.0;EXACT
71;2017;8.3;8.3;0.0;EXACT
71;2018;7.8;7.8;0.0;EXACT
71;2019;7.5;7.5;0.0;EXACT
71;2020;7.0;7.0;0.0;EXACT
71;2021;6.5;6.5;0.0;EXACT
72;2012;9.1;9.1;0.0;EXACT
72;2013;9.8;9.8;0.0;EXACT
72;2014;9.8;9.8;0.0;EXACT
72;2015;10.1;10.1;0.0;EXACT
72;2016;9.8;9.7;0.1;WITHIN_0.1
72;2017;9.0;9.0;0.0;EXACT
72;2018;8.6;8.6;0.0;EXACT
72;2019;8.3;8.3;0.0;EXACT
72;2020;8.2;8.2;0.0;EXACT
72;2021;7.7;7.7;0.0;EXACT
73;2012;7.6;7.6;0.0;EXACT
73;2013;7.9;7.9;0.0;EXACT
73;2014;8.1;8.1;0.0;EXACT
73;2015;8.2;8.2;0.0;EXACT
73;2016;8.0;7.9;0.1;WITHIN_0.1
73;2017;7.3;7.3;0.0;EXACT
73;2018;6.8;6.8;0.0;EXACT
73;2019;6.4;6.4;0.0;EXACT
73;2020;6.4;6.4;0.0;EXACT
73;2021;6.5;6.5;0.0;EXACT
74;2012;7.1;7.1;0.0;EXACT
74;2013;7.5;7.5;0.0;EXACT
74;2014;7.5;7.5;0.0;EXACT
74;2015;7.6;7.6;0.0;EXACT
74;2016;7.4;7.4;0.0;EXACT
74;2017;6.8;6.8;0.0;EXACT
74;2018;6.5;6.5;0.0;EXACT
74;2019;6.2;6.2;0.0;EXACT
74;2020;6.4;6.4;0.0;EXACT
74;2021;6.4;6.4;0.0;EXACT
75;2012;8.0;8.0;0.0;EXACT
75;2013;8.3;8.3;0.0;EXACT
75;2014;8.3;8.3;0.0;EXACT
75;2015;8.2;8.2;0.0;EXACT
75;2016;7.8;7.9;0.1;WITHIN_0.1
75;2017;7.4;7.4;0.0;EXACT
75;2018;7.0;7.0;0.0;EXACT
75;2019;6.5;6.5;0.0;EXACT
75;2020;6.5;6.5;0.0;EXACT
75;2021;6.5;6.5;0.0;EXACT
76;2012;10.8;10.8;0.0;EXACT
76;2013;11.3;11.4;0.1;WITHIN_0.1
76;2014;11.2;11.2;0.0;EXACT
76;2015;11.2;11.2;0.0;EXACT
76;2016;11.2;11.3;0.1;WITHIN_0.1
76;2017;10.6;10.6;0.0;EXACT
76;2018;10.1;10.1;0.0;EXACT
76;2019;9.4;9.4;0.0;EXACT
76;2020;9.0;9.0;0.0;EXACT
76;2021;8.6;8.6;0.0;EXACT
77;2012;7.5;7.5;0.0;EXACT
77;2013;8.0;8.0;0.0;EXACT
77;2014;8.1;8.0;0.1;WITHIN_0.1
77;2015;8.2;8.1;0.1;WITHIN_0.1
77;2016;7.9;8.0;0.1;WITHIN_0.1
77;2017;7.5;7.5;0.0;EXACT
77;2018;7.3;7.3;0.0;EXACT
77;2019;6.9;6.9;0.0;EXACT
77;2020;6.9;6.9;0.0;EXACT
77;2021;7.2;7.2;0.0;EXACT
78;2012;6.8;6.8;0.0;EXACT
78;2013;7.2;7.2;0.0;EXACT
78;2014;7.3;7.4;0.1;WITHIN_0.1
78;2015;7.4;7.4;0.0;EXACT
78;2016;7.4;7.4;0.0;EXACT
78;2017;7.0;7.0;0.0;EXACT
78;2018;6.8;6.8;0.0;EXACT
78;2019;6.5;6.5;0.0;EXACT
78;2020;6.4;6.4;0.0;EXACT
78;2021;6.7;6.7;0.0;EXACT
79;2012;7.3;7.3;0.0;EXACT
79;2013;7.7;7.7;0.0;EXACT
79;2014;7.7;7.7;0.0;EXACT
79;2015;8.0;8.0;0.0;EXACT
79;2016;7.9;7.9;0.0;EXACT
79;2017;7.2;7.2;0.0;EXACT
79;2018;6.8;6.7;0.1;WITHIN_0.1
79;2019;6.2;6.2;0.0;EXACT
79;2020;6.0;6.0;0.0;EXACT
79;2021;5.7;5.6;0.1;WITHIN_0.1
80;2012;11.7;11.6;0.1;WITHIN_0.1
80;2013;12.2;12.2;0.0;EXACT
80;2014;11.9;11.9;0.0;EXACT
80;2015;12.0;12.0;0.0;EXACT
80;2016;12.0;12.0;0.0;EXACT
80;2017;11.2;11.2;0.0;EXACT
80;2018;10.8;10.8;0.0;EXACT
80;2019;10.1;10.0;0.1;WITHIN_0.1
80;2020;9.4;9.4;0.0;EXACT
80;2021;9.2;9.1;0.1;WITHIN_0.1
81;2012;10.6;10.6;0.0;EXACT
81;2013;10.9;11.0;0.1;WITHIN_0.1
81;2014;10.9;11.0;0.1;WITHIN_0.1
81;2015;11.1;11.1;0.0;EXACT
81;2016;10.7;10.7;0.0;EXACT
81;2017;10.0;10.0;0.0;EXACT
81;2018;9.6;9.6;0.0;EXACT
81;2019;8.9;8.9;0.0;EXACT
81;2020;8.2;8.2;0.0;EXACT
81;2021;8.0;8.0;0.0;EXACT
82;2012;10.3;10.3;0.0;EXACT
82;2013;11.1;11.1;0.0;EXACT
82;2014;11.1;11.1;0.0;EXACT
82;2015;11.6;11.6;0.0;EXACT
82;2016;11.5;11.5;0.0;EXACT
82;2017;10.8;10.8;0.0;EXACT
82;2018;10.4;10.4;0.0;EXACT
82;2019;9.6;9.6;0.0;EXACT
82;2020;9.0;9.0;0.0;EXACT
82;2021;9.1;9.1;0.0;EXACT
83;2012;10.4;10.4;0.0;EXACT
83;2013;10.8;10.8;0.0;EXACT
83;2014;10.9;10.9;0.0;EXACT
83;2015;11.1;11.1;0.0;EXACT
83;2016;10.8;10.8;0.0;EXACT
83;2017;10.2;10.2;0.0;EXACT
83;2018;9.8;9.8;0.0;EXACT
83;2019;9.1;9.1;0.0;EXACT
83;2020;8.5;8.5;0.0;EXACT
83;2021;8.1;8.1;0.0;EXACT
84;2012;12.0;12.0;0.0;EXACT
84;2013;12.6;12.6;0.0;EXACT
84;2014;12.7;12.7;0.0;EXACT
84;2015;13.0;13.0;0.0;EXACT
84;2016;12.8;12.8;0.0;EXACT
84;2017;12.0;12.0;0.0;EXACT
84;2018;11.6;11.6;0.0;EXACT
84;2019;11.0;11.0;0.0;EXACT
84;2020;10.2;10.3;0.1;WITHIN_0.1
84;2021;10.1;10.1;0.0;EXACT
85;2012;7.7;7.7;0.0;EXACT
85;2013;8.3;8.3;0.0;EXACT
85;2014;8.4;8.4;0.0;EXACT
85;2015;8.4;8.4;0.0;EXACT
85;2016;7.8;7.9;0.1;WITHIN_0.1
85;2017;7.1;7.1;0.0;EXACT
85;2018;6.7;6.7;0.0;EXACT
85;2019;6.5;6.5;0.0;EXACT
85;2020;6.5;6.5;0.0;EXACT
85;2021;5.8;5.8;0.0;EXACT
86;2012;8.2;8.2;0.0;EXACT
86;2013;8.5;8.4;0.1;WITHIN_0.1
86;2014;8.4;8.4;0.0;EXACT
86;2015;8.6;8.5;0.1;WITHIN_0.1
86;2016;8.4;8.4;0.0;EXACT
86;2017;7.6;7.6;0.0;EXACT
86;2018;7.4;7.4;0.0;EXACT
86;2019;6.9;6.9;0.0;EXACT
86;2020;6.5;6.6;0.1;WITHIN_0.1
86;2021;6.3;6.4;0.1;WITHIN_0.1
87;2012;9.2;9.2;0.0;EXACT
87;2013;9.7;9.7;0.0;EXACT
87;2014;9.6;9.6;0.0;EXACT
87;2015;9.8;9.8;0.0;EXACT
87;2016;9.5;9.5;0.0;EXACT
87;2017;8.7;8.7;0.0;EXACT
87;2018;8.2;8.2;0.0;EXACT
87;2019;7.7;7.7;0.0;EXACT
87;2020;7.2;7.3;0.1;WITHIN_0.1
87;2021;6.9;6.9;0.0;EXACT
88;2012;11.0;11.0;0.0;EXACT
88;2013;11.7;11.7;0.0;EXACT
88;2014;11.7;11.7;0.0;EXACT
88;2015;11.7;11.7;0.0;EXACT
88;2016;10.9;11.0;0.1;WITHIN_0.1
88;2017;10.0;10.0;0.0;EXACT
88;2018;9.4;9.4;0.0;EXACT
88;2019;8.9;8.9;0.0;EXACT
88;2020;8.3;8.4;0.1;WITHIN_0.1
88;2021;8.0;8.0;0.0;EXACT
89;2012;9.5;9.5;0.0;EXACT
89;2013;9.9;10.0;0.1;WITHIN_0.1
89;2014;9.7;9.7;0.0;EXACT
89;2015;9.9;9.9;0.0;EXACT
89;2016;9.6;9.6;0.0;EXACT
89;2017;8.8;8.8;0.0;EXACT
89;2018;8.2;8.2;0.0;EXACT
89;2019;7.8;7.8;0.0;EXACT
89;2020;7.2;7.2;0.0;EXACT
89;2021;7.0;7.1;0.1;WITHIN_0.1
90;2012;10.6;10.6;0.0;EXACT
90;2013;11.6;11.6;0.0;EXACT
90;2014;11.6;11.6;0.0;EXACT
90;2015;11.5;11.5;0.0;EXACT
90;2016;10.8;10.8;0.0;EXACT
90;2017;9.6;9.6;0.0;EXACT
90;2018;9.2;9.2;0.0;EXACT
90;2019;8.9;9.0;0.1;WITHIN_0.1
90;2020;9.0;9.0;0.0;EXACT
90;2021;8.9;8.9;0.0;EXACT
91;2012;6.9;6.9;0.0;EXACT
91;2013;7.4;7.4;0.0;EXACT
91;2014;7.5;7.5;0.0;EXACT
91;2015;7.7;7.7;0.0;EXACT
91;2016;7.6;7.6;0.0;EXACT
91;2017;7.2;7.2;0.0;EXACT
91;2018;7.0;7.0;0.0;EXACT
91;2019;6.6;6.6;0.0;EXACT
91;2020;6.7;6.6;0.1;WITHIN_0.1
91;2021;6.8;6.7;0.1;WITHIN_0.1
92;2012;7.4;7.4;0.0;EXACT
92;2013;7.7;7.7;0.0;EXACT
92;2014;7.8;7.8;0.0;EXACT
92;2015;7.8;7.9;0.1;WITHIN_0.1
92;2016;7.5;7.6;0.1;WITHIN_0.1
92;2017;7.1;7.1;0.0;EXACT
92;2018;6.9;6.9;0.0;EXACT
92;2019;6.5;6.5;0.0;EXACT
92;2020;6.4;6.4;0.0;EXACT
92;2021;6.5;6.6;0.1;WITHIN_0.1
93;2012;12.1;12.1;0.0;EXACT
93;2013;12.8;12.8;0.0;EXACT
93;2014;13.0;13.0;0.0;EXACT
93;2015;13.1;13.1;0.0;EXACT
93;2016;12.8;12.8;0.0;EXACT
93;2017;12.0;12.0;0.0;EXACT
93;2018;11.7;11.7;0.0;EXACT
93;2019;10.9;10.9;0.0;EXACT
93;2020;10.6;10.6;0.0;EXACT
93;2021;10.9;10.9;0.0;EXACT
94;2012;8.2;8.2;0.0;EXACT
94;2013;8.7;8.7;0.0;EXACT
94;2014;8.9;8.9;0.0;EXACT
94;2015;9.0;9.0;0.0;EXACT
94;2016;8.8;8.8;0.0;EXACT
94;2017;8.4;8.4;0.0;EXACT
94;2018;8.1;8.0;0.1;WITHIN_0.1
94;2019;7.5;7.5;0.0;EXACT
94;2020;7.5;7.5;0.0;EXACT
94;2021;7.7;7.7;0.0;EXACT
95;2012;9.4;9.4;0.0;EXACT
95;2013;10.0;10.0;0.0;EXACT
95;2014;10.1;10.1;0.0;EXACT
95;2015;10.3;10.3;0.0;EXACT
95;2016;10.1;10.1;0.0;EXACT
95;2017;9.5;9.5;0.0;EXACT
95;2018;9.2;9.2;0.0;EXACT
95;2019;8.5;8.5;0.0;EXACT
95;2020;8.4;8.5;0.1;WITHIN_0.1
95;2021;8.7;8.7;0.0;EXACT
