dep_code;year;total_firm_creations;creations_individual;creations_sarl;creations_sas;creations_other_legal;creations_sector_industry;creations_sector_construction;creations_sector_trade;creations_sector_services
48;2015;460;324;63;48;25;45;45;91;279
48;2016;413;316;43;45;9;34;53;64;262
48;2017;486;359;37;78;12;56;46;87;297
48;2018;494;374;47;60;13;43;44;103;304
48;2019;519;409;48;49;13;59;48;103;309
48;2020;579;431;60;81;7;68;62;120;329
48;2021;777;564;52;149;12;148;61;108;460
49;2012;4998;3655;1076;165;102;379;650;1120;2849
49;2013;5013;3787;910;208;108;322;616;1221;2854
49;2014;5154;3869;869;290;126;331;609;1179;3035
49;2015;5067;3776;775;388;128;299;483;1250;3035
49;2016;5011;3594;817;505;95;303;469;1268;2971
49;2017;5438;3929;787;576;146;273;511;1342;3312
49;2018;6267;4725;848;567;127;355;519;1416;3977
49;2019;7376;5594;908;713;161;417;664;1559;4736
49;2020;7608;5926;792;782;108;517;634;1789;4668
49;2021;9480;7220;1029;1092;139;643;759;1825;6253
50;2012;2561;2068;370;70;53;145;310;644;1462
50;2013;2443;1939;344;99;61;151;250;648;1394
50;2014;2609;1988;423;141;57;176;256;636;1541
50;2015;2400;1815;359;171;55;180;190;594;1436
50;2016;2596;1913;408;210;65;170;227;716;1483
50;2017;2690;1952;416;248;74;162;228;765;1535
50;2018;2950;2231;406;246;67;196;225;847;1682
50;2019;3448;2726;405;242;75;242;283;820;2103
50;2020;3676;2877;401;313;85;300;293;919;2164
50;2021;4248;3187;545;422;94;347;355;931;2615
51;2012;3576;2622;690;144;120;189;494;766;2127
51;2013;3691;2767;602;190;132;190;516;913;2072
51;2014;3731;2756;588;276;111;221;490;883;2137
51;2015;3311;2246;575;366;124;183;337;806;1985
51;2016;3595;2443;564;486;102;170;375;990;2060
51;2017;4221;2964;536;585;136;215;354;1143;2509
51;2018;4792;3612;505;539;136;194;399;1274;2925
51;2019;5425;4133;499;668;125;249;485;1181;3510
51;2020;5893;4642;466;673;112;308;524;1426;3635
51;2021;7754;6045;609;955;145;359;585;1504;5306
52;2012;904;737;117;34;16;72;127;239;466
52;2013;970;763;124;63;20;85;142;285;458
52;2014;895;723;83;70;19;85;103;248;459
52;2015;743;543;105;79;16;50;85;231;377
52;2016;851;643;78;109;21;65;97;256;433
52;2017;880;673;76;118;13;60;81;317;422
52;2018;985;785;68;118;14;70;97;345;473
52;2019;1115;894;71;114;36;83;103;359;570
52;2020;1228;986;86;131;25;86;113;425;604
52;2021;1497;1200;100;171;26;121;136;385;855
53;2012;1518;1113;308;60;37;122;205;330;861
53;2013;1536;1089;286;84;77;117;195;352;872
53;2014;1652;1174;248;95;135;128;167;365;992
53;2015;1551;1138;233;117;63;118;141;404;888
53;2016;1633;1158;211;142;122;95;143;446;949
53;2017;1857;1240;253;196;168;98;145;541;1073
53;2018;1893;1328;227;184;154;106;126;530;1131
53;2019;2255;1713;274;191;77;157;167;564;1367
53;2020;2754;2004;248;228;274;160;176;751;1667
53;2021;3039;2261;326;305;147;262;224;635;1918
54;2012;4483;3447;783;175;78;217;805;977;2484
54;2013;4483;3464;695;269;55;237;721;1157;2368
54;2014;4785;3713;646;362;64;301;738;1193;2553
54;2015;4508;3478;539;428;63;352;491;1234;2431
54;2016;4497;3458;478;498;63;335;470;1253;2439
54;2017;4644;3469;511;590;74;235;408;1286;2715
54;2018;5602;4408;500;619;75;259;504;1538;3301
54;2019;6461;5182;492;718;69;262;579;1513;4107
54;2020;7123;5700;485;858;80;335;769;1685;4334
54;2021;8160;6466;559;1042;93;413;769;1491;5487
55;2012;1057;881;135;27;14;98;200;254;505
55;2013;1006;832;108;52;14;70;184;291;461
55;2014;948;763;107;63;15;79;132;266;471
55;2015;884;689;94;84;17;76;117;259;432
55;2016;900;719;78;94;9;58;116;300;426
55;2017;882;687;84;99;12;66;83;316;417
55;2018;1120;917;82;114;7;89;123;382;526
55;2019;1154;948;74;116;16;63;133;357;601
55;2020;1190;957;67;156;10;85;127;394;584
55;2021;1444;1165;84;185;10;113;141;396;794
56;2012;5308;4001;1017;182;108;366;719;1006;3217
56;2013;5236;3970;905;260;101;394;655;1051;3136
56;2014;5369;4034;854;345;136;387;673;1096;3213
56;2015;5177;3787;842;426;122;344;566;1030;3237
56;2016;5332;3851;808;537;136;332;530;1105;3365
56;2017;5594;4067;794;604;129;335;558;1211;3490
56;2018;6341;4765;826;606;144;410;634;1253;4044
56;2019;7118;5308;941;704;165;520;682;1186;4730
56;2020;7040;5180;857;831;172;552;698;1271;4519
56;2021;8554;6127;1169;1067;191;613;823;1357;5761
57;2012;6695;5032;1182;387;94;351;1229;1588;3527
57;2013;6838;5088;1001;644;105;368;1165;1947;3358
57;2014;6768;4991;844;823;110;360;1011;1742;3655
57;2015;6166;4410;714;942;100;304;817;1778;3267
57;2016;6294;4457;610;1110;117;316;787;1842;3349
57;2017;6643;4759;562;1207;115;297;780;2015;3551
57;2018;7269;5458;589;1101;121;302;875;2219;3873
57;2019;8328;6347;548;1308;125;414;996;2263;4655
57;2020;8993;7022;552;1338;81;478;1063;2441;5011
57;2021;11255;8658;698;1770;129;635;1245;2408;6967
58;2012;1173;965;161;25;22;80;159;280;654
58;2013;1150;950;135;49;16;55;181;320;594
58;2014;1184;943;141;74;26;96;137;311;640
58;2015;1105;861;128;102;14;73;136;289;607
58;2016;1128;852;124;129;23;70;128;321;609
58;2017;1202;930;117;141;14;79;118;377;628
58;2018;1285;1020;118;122;25;80;134;355;716
58;2019;1457;1154;101;179;23;105;158;382;812
58;2020;1506;1247;98;145;16;106;146;430;824
58;2021;1826;1489;133;192;12;163;187;381;1095
59;2012;16592;11594;3721;806;471;700;2239;3819;9834
59;2013;16631;11829;3116;1240;446;800;2090;4076;9665
59;2014;17115;11930;2892;1800;493;892;2146;4131;9946
59;2015;16439;11334;2377;2213;515;774;1775;4137;9753
59;2016;18031;12403;2219;2884;525;999;1654;4659;10719
59;2017;19327;13586;2129;3182;430;771;1491;4776;12289
59;2018;22256;16454;2207;3131;464;856;1692;5530;14178
59;2019;27186;20929;2337;3471;449;1195;2202;5996;17793
59;2020;29078;22778;2154;3747;399;1256;2355;6847;18620
59;2021;34288;26411;2476;4870;531;1479;2413;6590;23806
60;2012;5324;3963;1051;236;74;264;853;1267;2940
60;2013;5261;3903;907;369;82;259;802;1333;2867
60;2014;5476;3986;869;553;68;279;820;1427;2950
60;2015;5276;3718;740;703;115;242;753;1238;3043
60;2016;5490;3753;673;986;78;221;639;1456;3174
60;2017;5875;4018;663;1104;90;255;665;1518;3437
60;2018;6525;4827;576;1005;117;278;652;1727;3868
60;2019;7416;5570;617;1116;113;371;737;1758;4550
60;2020;7658;5696;538;1323;101;333;777;1976;4572
60;2021;9473;7064;636;1678;95;566;951;2027;5929
61;2012;1453;1152;217;40;44;116;261;344;732
61;2013;1515;1201;209;71;34;108;247;401;759
61;2014;1524;1192;200;88;44;104;251;352;817
61;2015;1466;1096;206;130;34;99;222;352;793
61;2016;1534;1172;160;151;51;97;202;407;828
61;2017;1619;1209;154;200;56;96;199;425;899
61;2018;1723;1355;163;173;32;107;190;467;959
61;2019;1942;1525;163;217;37;131;245;465;1101
61;2020;2065;1613;183;232;37;141;223;564;1137
61;2021;2488;1921;220;281;66;201;263;529;1495
62;2012;8052;6268;1394;284;106;382;1243;2069;4358
62;2013;7800;6008;1215;439;138;428;1177;2189;4006
62;2014;7919;6023;1130;632;134;390;1108;2264;4157
62;2015;7252;5299;944;843;166;340;875;2075;3962
62;2016;7085;5029;887;1014;155;340;783;2120;3842
62;2017;7724;5536;871;1175;142;343;875;2337;4169
62;2018;8576;6644;821;955;156;405;852;2824;4495
62;2019;10527;8353;960;1076;138;622;959;3185;5761
62;2020;11163;8981;785;1259;138;625;963;3541;6034
62;2021;13376;10669;1017;1512;178;725;1167;3404;8080
63;2012;4384;3285;856;166;77;274;717;867;2526
63;2013;4600;3427;759;329;85;298;750;914;2638
63;2014;4586;3486;647;383;70;296;644;919;2727
63;2015;4266;3085;597;499;85;259;485;799;2723
63;2016;4302;3052;592;585;73;242;456;873;2731
63;2017;4870;3539;629;642;60;245;510;1050;3065
63;2018;5562;4260;571;667;64;255;571;1165;3571
63;2019;6074;4671;610;718;75;348;603;1129;3994
63;2020;6639;5203;507;878;51;392;680;1303;4264
63;2021;8213;6350;654;1136;73;605;722;1255;5631
64;2012;5951;4543;1072;222;114;321;803;1061;3766
64;2013;6039;4489;1000;419;131;333;812;1070;3824
64;2014;6042;4466;872;570;134;413;704;1032;3893
64;2015;6074;4446;820;675;133;319;669;959;4127
64;2016;6161;4398;785;825;153;355;630;1139;4037
64;2017;6597;4702;775;984;136;352;636;1171;4438
64;2018;7676;5853;758;914;151;357;742;1316;5261
64;2019;8734;6778;761;1049;146;432;805;1515;5982
64;2020;9079;7048;746;1175;110;429;803;1691;6156
64;2021;10704;8204;930;1414;156;662;965;1465;7612
65;2012;1965;1566;319;60;20;110;355;354;1146
65;2013;1862;1514;233;78;37;122;311;360;1069
65;2014;1779;1435;206;105;33;137;270;379;993
65;2015;1727;1362;190;147;28;113;253;318;1043
65;2016;1824;1435;195;167;27;126;213;409;1076
65;2017;1911;1453;203;216;39;123;244;397;1147
65;2018;1966;1565;168;214;19;108;229;426;1203
65;2019;2494;2034;203;232;25;152;295;458;1589
65;2020;2629;2153;187;245;44;185;303;545;1596
65;2021;2848;2316;227;270;35;203;322;416;1907
66;2012;5115;3922;903;220;70;267;921;1199;2728
66;2013;5253;4041;769;375;68;265;895;1352;2741
66;2014;5268;4051;642;494;81;275;822;1276;2895
66;2015;4952;3665;580;637;70;246;714;1227;2765
66;2016;4923;3529;553;782;59;236;744;1185;2758
66;2017;5134;3647;515;896;76;223;681;1217;3013
66;2018;5696;4356;461;806;73;217;730;1250;3499
66;2019;6313;4820;480;927;86;287;813;1332;3881
66;2020;6316;4929;350;943;94;326;756;1393;3841
66;2021;7941;6098;491;1244;108;501;937;1471;5032
67;2012;8329;5736;1929;454;210;439;1121;1780;4989
67;2013;9105;6517;1674;719;195;525;1109;2163;5308
67;2014;8973;6288;1536;964;185;613;1080;1970;5310
67;2015;8016;5296;1374;1141;205;411;794;1953;4858
67;2016;8917;6066;1153;1472;226;418;842;2095;5562
67;2017;9837;6791;1141;1638;267;426;882;2217;6312
67;2018;10659;7645;1071;1669;274;436;937;2250;7036
67;2019;12209;8929;1227;1782;271;535;1149;2303;8222
67;2020;12944;9672;1065;1938;269;631;1189;2674;8450
67;2021;15908;11871;1288;2437;312;899;1470;2676;10863
68;2012;5264;3753;1137;252;122;295;783;1325;2861
68;2013;5388;3936;958;396;98;368;671;1471;2878
68;2014;5259;3760;816;587;96;340;594;1447;2878
68;2015;4694;3279;664;651;100;268;413;1365;2648
68;2016;5231;3654;643;835;99;234;486;1653;2858
68;2017;5465;3842;604;920;99;278;501;1748;2938
68;2018;5817;4285;571;868;93;259;612;1690;3256
68;2019;6931;5223;611;1001;96;368;726;1843;3994
68;2020;7550;5775;557;1123;95;436;816;2045;4253
68;2021;9005;6878;642;1347;138;525;944;1953;5583
69;2012;18675;12641;4127;1455;452;778;2497;3377;12023
69;2013;18836;12770;3517;2142;407;877;2421;3591;11947
69;2014;19426;13148;3067;2766;445;865;2311;3626;12624
69;2015;19715;13073;2723;3421;498;779;2014;3708;13214
69;2016;21947;14534;2538;4231;644;783;2082;4044;15038
69;2017;25340;17563;2346;4743;688;701;2168;4266;18205
69;2018;29620;21798;2347;4695;780;859;2433;4616;21712
69;2019;36258;27579;2519;5467;693;1311;3046;5123;26778
69;2020;36173;27469;2205;5825;674;1281;3038;5535;26319
69;2021;39119;28317;2673;7360;769;1297;3208;4960;29654
70;2012;1434;1160;231;23;20;112;232;372;718
70;2013;1405;1151;178;56;20;94;215;413;683
70;2014;1457;1198;163;76;20;143;215;423;676
70;2015;1322;1054;153;103;12;91;169;428;634
70;2016;1308;1020;137;106;45;80;161;450;617
70;2017;1409;1085;150;154;20;113;175;476;645
70;2018;1502;1219;119;144;20;120;175;488;719
70;2019;1750;1420;138;165;27;142;208;561;839
70;2020;1937;1582;126;217;12;189;200;667;881
70;2021;2089;1680;149;249;11;241;217;555;1076
71;2012;3500;2705;600;127;68;199;493;826;1982
71;2013;3506;2681;550;222;53;223;412;957;1914
71;2014;3580;2802;479;256;43;273;400;956;1951
71;2015;3416;2612;400;355;49;211;388;948;1869
71;2016;3550;2691;400;396;63;192;358;1037;1963
71;2017;3681;2763;381;461;76;214;388;1066;2013
71;2018;3914;3065;378;419;52;249;419;1090;2156
71;2019;4645;3631;426;516;72;335;486;1209;2615
71;2020;4983;3893;409;623;58;341;490;1340;2812
71;2021;5985;4625;501;799;60;436;543;1403;3603
72;2012;2717;2028;572;79;38;213;377;654;1473
72;2013;2942;2236;480;135;91;173;390;792;1587
72;2014;2851;2129;447;211;64;161;333;754;1603
72;2015;2839;2093;454;233;59;181;285;760;1613
72;2016;2739;1988;430;261;60;132;287;744;1576
72;2017;3142;2312;398;364;68;154;259;938;1791
72;2018;3478;2687;378;333;80;162;294;902;2120
72;2019;3988;3084;407;425;72;268;366;923;2431
72;2020;4324;3436;374;450;64;261;375;1083;2605
72;2021;5135;3955;466;644;70;334;464;1108;3229
73;2012;4454;3305;879;192;78;229;710;665;2850
73;2013;4489;3370;714;292;113;217;650;761;2861
73;2014;4629;3479;707;341;102;278;623;713;3015
73;2015;4284;3048;682;475;79;196;556;710;2822
73;2016;4435;3181;587;576;91;221;533;774;2907
73;2017;4776;3323;634;689;130;215;560;761;3240
73;2018;5493;4037;697;635;124;232;637;953;3671
73;2019;6142;4651;666;686;139;290;771;897;4184
73;2020;6530;4960;633;804;133;365;744;1077;4344
73;2021;7431;5369;841;1071;150;388;791;1019;5233
74;2012;7310;5395;1381;338;196;328;1179;1085;4718
74;2013;7449;5531;1221;528;169;368;1056;1274;4751
74;2014;7773;5778;1180;666;149;469;998;1341;4965
74;2015;7273;5236;1042;819;176;372;882;1261;4758
74;2016;7771;5533;992;1047;199;319;873;1490;5089
74;2017;8516;5875;1072;1259;310;343;959;1526;5688
74;2018;9136;6637;1118;1148;233;341;970;1532;6293
74;2019;11104;8420;1093;1315;276;495;1214;1840;7555
74;2020;12042;9241;982;1589;230;538;1215;2134;8155
74;2021;13552;9867;1295;2103;287;635;1303;1992;9622
75;2012;45584;25069;12617;6032;1866;1386;3384;5723;35091
75;2013;44928;24985;10621;7812;1510;1279;3003;5763;34883
75;2014;47932;26503;9717;10121;1591;1336;3002;5763;37831
75;2015;50624;27789;8597;12324;1914;1308;2761;5587;40968
75;2016;58546;33620;7823;14938;2165;1320;2572;5806;48848
75;2017;63560;37998;7255;16350;1957;1209;2733;6190;53428
75;2018;70695;43986;6828;17521;2360;1399;2718;6618;59960
75;2019;78151;48926;6943;20117;2165;1788;3043;7825;65495
75;2020;76781;48061;5565;21014;2141;1529;2945;9262;63045
75;2021;83990;48993;6451;25848;2698;1586;3194;10080;69130
76;2012;6853;5076;1406;242;129;352;979;1606;3916
76;2013;6905;5127;1316;346;116;337;872;1711;3985
76;2014;7318;5346;1305;534;133;399;973;1708;4238
76;2015;6801;4860;1063;727;151;283;789;1671;4058
76;2016;7230;5051;1082;944;153;299;775;1766;4390
76;2017;7970;5559;1043;1210;158;323;739;1858;5050
76;2018;9635;7344;929;1174;188;399;821;2274;6141
76;2019;10874;8468;954;1252;200;549;920;2367;7038
76;2020;12328;9875;843;1420;190;651;1064;2852;7761
76;2021;14182;11057;1026;1920;179;787;1195;2817;9383
77;2012;10910;7667;2455;652;136;453;1813;2380;6264
77;2013;11068;7892;2038;984;154;429;1603;2501;6535
77;2014;11292;7844;1815;1505;128;501;1689;2359;6743
77;2015;11084;7458;1538;1947;141;411;1335;2407;6931
77;2016;12156;8120;1345;2548;143;401;1386;2843;7526
77;2017;13315;9090;1212;2850;163;437;1466;3258;8154
77;2018;15224;11149;1131;2800;144;483;1489;3451;9801
77;2019;18694;14186;1208;3155;145;672;1770;3681;12571
77;2020;19865;15377;1056;3318;114;690;1805;4355;13015
77;2021;23717;18191;1160;4185;181;902;1880;4444;16491
78;2012;11948;8250;2645;866;187;360;1384;2231;7973
78;2013;11868;8113;2247;1347;161;371;1395;2127;7975
78;2014;12658;8515;2113;1879;151;412;1408;2220;8618
78;2015;12714;8241;1788;2511;174;372;1226;2220;8896
78;2016;13738;8859;1471;3234;174;340;1096;2302;10000
78;2017;15245;10156;1396;3520;173;351;1154;2442;11298
78;2018;17856;12797;1329;3560;170;442;1190;2627;13597
78;2019;21107;15675;1321;3902;209;547;1394;2840;16326
78;2020;22499;17091;1158;4054;196;629;1291;3558;17021
78;2021;25774;19371;1269;4872;262;758;1362;3665;19989
79;2012;1979;1561;316;51;51;161;248;457;1113
79;2013;2168;1727;317;69;55;181;266;613;1108
79;2014;2010;1612;262;101;35;174;214;528;1094
79;2015;1983;1543;286;119;35;136;217;506;1124
79;2016;2015;1531;290;145;49;143;172;570;1130
79;2017;2187;1676;277;199;35;141;219;611;1216
79;2018;2476;1934;275;210;57;143;228;640;1465
79;2019;2659;2146;237;234;42;178;222;590;1669
79;2020;2867;2290;246;288;43;233;228;738;1668
79;2021;3333;2598;290;392;53;314;267;680;2072
80;2012;3009;2365;492;93;59;144;418;689;1758
80;2013;2920;2237;443;165;75;172;411;748;1589
80;2014;3034;2306;419;225;84;190;431;749;1664
80;2015;3009;2218;375;307;109;176;389;724;1720
80;2016;3090;2223;306;387;174;138;435;755;1762
80;2017;3288;2345;334;419;190;126;441;833;1888
80;2018;4337;3358;292;476;211;175;508;1047;2607
80;2019;4817;3771;312;506;228;240;521;1011;3045
80;2020;4944;3903;286;579;176;260;453;1176;3055
80;2021;5673;4476;338;689;170;311;505;1125;3732
81;2012;3106;2399;526;136;45;212;495;650;1749
81;2013;2982;2319;387;235;41;252;413;740;1577
81;2014;3085;2391;375;260;59;354;375;603;1753
81;2015;2859;2133;345;328;53;269;321;632;1637
81;2016;2962;2184;320;402;56;206;316;649;1791
81;2017;3153;2369;305;429;50;214;306;725;1908
81;2018;3502;2702;321;434;45;269;354;774;2105
81;2019;4249;3262;374;565;48;358;412;836;2643
81;2020;4391;3419;318;604;50;389;413;922;2667
81;2021;5225;3975;424;783;43;472;499;966;3288
82;2012;2327;1832;410;70;15;123;439;619;1146
82;2013;2235;1744;319;148;24;144;423;568;1100
82;2014;2161;1667;287;177;30;138;370;544;1109
82;2015;2058;1603;244;196;15;111;325;501;1121
82;2016;2178;1618;221;310;29;119;307;543;1209
82;2017;2138;1597;187;335;19;131;302;588;1117
82;2018;2361;1890;179;265;27;124;314;615;1308
82;2019;2761;2205;219;317;20;186;347;652;1576
82;2020;2936;2379;180;345;32;181;385;678;1692
82;2021;3502;2752;219;490;41;259;417;663;2163
83;2012;13380;10121;2514;586;159;609;2553;2931;7287
83;2013;12951;9678;1999;1093;181;592;2358;2997;7004
83;2014;12907;9526;1695;1533;153;620;2199;2829;7259
83;2015;12386;8876;1427;1915;168;504;2121;2793;6968
83;2016;12825;8918;1284;2423;200;545;2021;2873;7386
83;2017;13382;9379;1172;2629;202;583;1982;3085;7732
83;2018;15025;11347;1120;2364;194;549;2135;3277;9064
83;2019;16931;12849;1210;2685;187;714;2432;3245;10540
83;2020;17542;13473;1124;2743;202;784;2443;3523;10792
83;2021;21220;16068;1274;3613;265;1036;2794;3382;14008
84;2012;6363;4779;1176;324;84;323;1167;1444;3429
84;2013;6190;4529;1036;518;107;315;1107;1487;3281
84;2014;6421;4809;843;682;87;408;1097;1482;3434
84;2015;5729;4092;731;821;85;311;869;1354;3195
84;2016;5863;4009;684;1072;98;304;855;1554;3150
84;2017;6280;4257;646;1261;116;288;888;1652;3452
84;2018;7204;5312;650;1132;110;282;992;1729;4201
84;2019;8246;6124;714;1306;102;486;1086;1763;4911
84;2020;8193;6211;522;1361;99;416;1047;1856;4874
84;2021;10031;7564;712;1661;94;584;1247;1909;6291
85;2012;4362;3209;932;116;105;372;590;1056;2344
85;2013;4279;3046;878;243;112;306;508;1061;2404
85;2014;4434;3264;807;271;92;309;475;1133;2517
85;2015;4345;3156;755;325;109;360;425;1081;2479
85;2016;4579;3210;758;488;123;344;415;1134;2686
85;2017;4922;3465;771;561;125;361;457;1332;2772
85;2018;5074;3693;796;488;97;360;451;1365;2898
85;2019;6193;4592;862;624;115;478;502;1253;3960
85;2020;6214;4659;780;686;89;526;571;1292;3825
85;2021;7569;5478;1006;953;132;675;678;1321;4895
86;2012;2654;2057;470;62;65;205;343;592;1514
86;2013;2795;2165;445;114;71;157;346;727;1565
86;2014;2736;2129;380;160;67;187;339;659;1551
86;2015;2688;2094;340;200;54;161;274;698;1555
86;2016;2792;2112;359;243;78;167;278;722;1625
86;2017;2901;2191;349;289;72;214;243;745;1699
86;2018;3419;2727;320;299;73;184;279;873;2083
86;2019;3927;3176;366;320;65;215;309;900;2503
86;2020;4288;3454;321;437;76;304;345;1027;2612
86;2021;4804;3874;364;497;69;367;371;987;3079
87;2012;2354;1774;458;93;29;198;352;524;1280
87;2013;2438;1855;396;152;35;177;361;534;1366
87;2014;2432;1855;347;193;37;192;286;572;1382
87;2015;2217;1677;317;195;28;132;263;513;1309
87;2016;2337;1728;306;268;35;160;230;523;1424
87;2017;2561;1924;290;312;35;148;236;637;1540
87;2018;2937;2333;273;313;18;168;286;690;1793
87;2019;3306;2655;287;328;36;220;303;695;2088
87;2020;3489;2768;293;396;32;274;302;756;2157
87;2021;4428;3491;375;524;38;345;369;866;2848
88;2012;2521;1920;465;96;40;203;455;634;1229
88;2013;2595;1993;412;163;27;266;375;724;1230
88;2014;2568;2014;349;169;36;231;368;701;1268
88;2015;2307;1742;304;236;25;183;306;634;1184
88;2016;2361;1753;295;290;23;176;277;742;1166
88;2017;2443;1788;310;297;48;206;280;732;1225
88;2018;2624;1994;264;335;31;183;311;814;1316
88;2019;3031;2368;276;361;26;238;407;765;1621
88;2020;3169;2493;247;395;34;230;384;948;1607
88;2021;3737;2864;347;486;40;308;436;852;2141
89;2012;2198;1672;390;77;59;146;348;578;1126
89;2013;2285;1732;333;145;75;114;304;689;1178
89;2014;2250;1717;282;188;63;151;288;666;1145
89;2015;2110;1582;272;207;49;133;263;612;1102
89;2016;2138;1573;207;304;54;111;257;646;1124
89;2017;2444;1878;187;326;53;134;220;880;1210
89;2018;2670;2080;198;330;62;152;245;807;1466
89;2019;2974;2303;233;375;63;180;330;787;1677
89;2020;3155;2519;194;405;37;215;352;883;1705
89;2021;3724;2935;255;465;69;302;354;840;2228
90;2012;834;625;175;24;10;44;141;170;479
90;2013;985;757;182;35;11;44;142;297;502
90;2014;885;649;168;58;10;58;123;267;437
90;2015;759;523;135;97;4;36;103;208;412
90;2016;819;568;133;103;15;36;111;220;452
90;2017;927;646;118;153;10;57;115;292;463
90;2018;987;738;96;138;15;42;141;278;526
90;2019;1205;931;94;151;29;57;128;292;728
90;2020;1501;1242;85;166;8;87;131;401;882
90;2021;1646;1291;112;224;19;77;169;341;1059
91;2012;9820;6835;2224;668;93;317;1545;1960;5998
91;2013;9754;6671;1914;1045;124;334;1513;1959;5948
91;2014;10525;7189;1788;1426;122;388;1518;2084;6535
91;2015;10131;6568;1521;1944;98;302;1281;1958;6590
91;2016;11352;7266;1432;2525;129;294;1320;2309;7429
91;2017;12555;8411;1209;2815;120;322;1253;2528;8452
91;2018;14897;10797;1170;2831;99;343;1432;2716;10406
91;2019;18258;13809;1139;3186;124;491;1818;3090;12859
91;2020;20280;15621;1069;3491;99;550;1878;3759;14093
91;2021;22606;17340;1162;3982;122;628;1849;3664;16465
92;2012;17010;10894;3826;1889;401;426;1630;2485;12469
92;2013;17293;10785;3503;2569;436;475;1602;2532;12684
92;2014;18486;11481;3121;3414;470;451;1654;2454;13927
92;2015;19038;11640;2547;4425;426;420;1324;2200;15094
92;2016;22340;13826;2410;5675;429;400;1300;2387;18253
92;2017;25407;16616;2054;6250;487;495;1350;2476;21086
92;2018;29795;20803;1976;6463;553;544;1473;2641;25137
92;2019;32526;22841;1987;7122;576;748;1632;2959;27187
92;2020;32710;23270;1690;7263;487;791;1592;3842;26485
92;2021;35308;24291;1849;8593;575;831;1645;3688;29144
93;2012;15558;8832;5796;820;110;483;3620;3746;7709
93;2013;16283;9062;5728;1367;126;497;3623;3838;8325
93;2014;17714;10029;5446;2131;108;605;3602;4050;9457
93;2015;18116;9997;4601;3394;124;506;3259;3685;10666
93;2016;20201;11205;4000;4862;134;519;3127;3833;12722
93;2017;23299;13984;3567;5598;150;559;3237;3995;15508
93;2018;28993;19643;3187;6057;106;572;3384;4243;20794
93;2019;32754;23101;2946;6568;139;795;3907;4598;23454
93;2020;35316;25990;2609;6591;126;784;3938;5419;25175
93;2021;38042;27178;2698;8009;157;763;3945;5485;27849
94;2012;12348;8550;2859;813;126;331;1746;2275;7996
94;2013;12480;8472;2608;1274;126;389;1676;2311;8104
94;2014;13247;8967;2351;1805;124;400;1807;2287;8753
94;2015;13406;8666;2023;2549;168;349;1499;2197;9361
94;2016;15288;9859;1763;3512;154;371;1429;2444;11044
94;2017;17644;11971;1568;3961;144;346;1543;2629;13126
94;2018;21890;16117;1532;4079;162;446;1608;2962;16874
94;2019;25109;18779;1531;4642;157;544;1884;3206;19475
94;2020;26433;20240;1327;4716;150;467;1819;4060;20087
94;2021;28312;20957;1452;5725;178;482;1701;3859;22270
95;2012;9917;6823;2479;532;83;349;1693;2096;5779
95;2013;9979;6690;2297;914;78;365;1684;2112;5818
95;2014;10461;6899;2143;1341;78;406;1664;2056;6335
95;2015;10515;6714;1785;1932;84;313;1310;2015;6877
95;2016;12000;7512;1539;2865;84;289;1360;2205;8146
95;2017;13125;8495;1327;3196;107;387;1416;2415;8907
95;2018;16645;11678;1413;3460;94;389;1607;2622;12027
95;2019;19795;14510;1333;3847;105;491;1901;2986;14417
95;2020;21324;15888;1205;4123;108;527;1902;3581;15314
95;2021;23874;17462;1224;5064;124;589;2027;3537;17721
